Inference Count,Inference Time (ms),End-to-End Time (ms),FPS
862,631.274,715.643,1.584098189
863,631.324,715.643,1.58397273
864,631.263,715.643,1.584125792
865,631.294,715.673,1.584048003
866,631.294,715.612,1.584048003
867,631.275,715.593,1.584095679
868,631.305,715.623,1.584020402
869,631.244,715.612,1.584173473
870,631.324,715.673,1.58397273
871,631.324,715.643,1.58397273
872,631.294,715.673,1.584048003
873,631.294,715.643,1.584048003
874,631.274,715.654,1.584098189
875,631.275,715.593,1.584095679
876,631.275,715.642,1.584095679
877,631.263,715.642,1.584125792
878,631.294,715.643,1.584048003
879,631.325,715.643,1.583970221
880,631.263,715.643,1.584125792
881,631.244,715.593,1.584173473
882,631.275,715.624,1.584095679
883,631.305,715.673,1.584020402
884,631.293,715.612,1.584050512
885,631.233,715.582,1.584201079
886,631.263,715.612,1.584125792
887,631.324,715.673,1.58397273
888,631.305,715.623,1.584020402
889,631.274,715.623,1.584098189
890,631.274,715.642,1.584098189
891,631.263,715.642,1.584125792
892,631.293,715.643,1.584050512
893,631.263,715.612,1.584125792
894,631.294,715.643,1.584048003
895,631.275,715.624,1.584095679
896,631.275,715.593,1.584095679
897,631.275,715.612,1.584095679
898,631.293,715.642,1.584050512
899,631.294,715.674,1.584048003
900,631.233,715.582,1.584201079
901,631.325,715.643,1.583970221
902,631.275,715.624,1.584095679
903,631.213,715.562,1.584251275
904,631.244,715.642,1.584173473
905,631.293,715.643,1.584050512
906,631.263,715.643,1.584125792
907,631.263,715.643,1.584125792
908,631.324,715.673,1.58397273
909,631.305,715.623,1.584020402
910,631.274,715.623,1.584098189
911,631.274,715.673,1.584098189
912,631.263,715.642,1.584125792
913,631.263,715.612,1.584125792
914,631.233,715.582,1.584201079
915,631.263,715.612,1.584125792
916,631.305,715.654,1.584020402
917,631.214,715.562,1.584248765
918,631.305,715.642,1.584020402
919,631.293,715.673,1.584050512
920,631.264,715.613,1.584123283
921,631.263,715.643,1.584125792
922,631.233,715.581,1.584201079
923,631.275,715.624,1.584095679
924,631.305,715.654,1.584020402
925,631.263,715.612,1.584125792
926,631.293,715.612,1.584050512
927,631.293,715.612,1.584050512
928,631.202,715.551,1.584278884
929,631.294,715.643,1.584048003
930,631.305,715.654,1.584020402
931,631.275,715.623,1.584095679
932,631.263,715.612,1.584125792
933,631.293,715.642,1.584050512
934,631.263,715.612,1.584125792
935,631.293,715.612,1.584050512
936,631.263,715.612,1.584125792
937,631.244,715.624,1.584173473
938,631.244,715.593,1.584173473
939,631.294,715.612,1.584048003
940,631.294,715.612,1.584048003
941,631.325,715.674,1.583970221
942,631.294,715.674,1.584048003
943,631.294,715.643,1.584048003
944,631.244,715.593,1.584173473
945,631.275,715.624,1.584095679
946,631.293,715.642,1.584050512
947,631.324,715.673,1.58397273
948,631.293,715.643,1.584050512
949,631.263,715.612,1.584125792
950,631.324,715.673,1.58397273
951,631.244,715.593,1.584173473
952,631.275,715.593,1.584095679
953,631.293,715.642,1.584050512
954,631.293,715.642,1.584050512
955,631.293,715.642,1.584050512
956,631.324,715.643,1.58397273
957,631.293,715.612,1.584050512
958,631.244,715.593,1.584173473
959,631.275,715.624,1.584095679
960,631.355,715.673,1.583894956
961,631.324,715.642,1.58397273
962,631.325,715.674,1.583970221
963,631.325,715.674,1.583970221
964,631.325,715.674,1.583970221
965,631.275,715.624,1.584095679
966,631.274,715.623,1.584098189
967,631.324,715.673,1.58397273
968,631.263,715.642,1.584125792
969,631.293,715.643,1.584050512
970,631.263,715.612,1.584125792
971,631.294,715.643,1.584048003
972,631.305,715.654,1.584020402
973,631.244,715.562,1.584173473
974,631.263,715.642,1.584125792
975,631.293,715.642,1.584050512
976,631.263,715.612,1.584125792
977,631.293,715.612,1.584050512
978,631.324,715.643,1.58397273
979,631.244,715.593,1.584173473
980,631.275,715.624,1.584095679
981,631.263,715.643,1.584125792
982,631.294,715.642,1.584048003
983,631.325,715.674,1.583970221
984,631.294,715.643,1.584048003
985,631.294,715.643,1.584048003
986,631.275,715.593,1.584095679
987,631.183,715.532,1.584326574
988,631.263,715.612,1.584125792
989,631.293,715.642,1.584050512
990,631.293,715.612,1.584050512
991,631.293,715.612,1.584050512
992,631.263,715.612,1.584125792
993,631.275,715.624,1.584095679
994,631.244,715.624,1.584173473
995,631.294,715.642,1.584048003
996,631.263,715.642,1.584125792
997,631.293,715.642,1.584050512
998,631.324,715.673,1.58397273
999,631.274,715.593,1.584098189
1000,631.305,715.654,1.584020402
,631.283237,,1.584075013
,0.02940635,,0.000073789087
