Inference,Time (s),FPS
1,0.013082742691040039,76.43657172015381
2,0.011572837829589844,86.40922950144211
3,0.011571168899536133,86.42169245667895
4,0.010362863540649414,96.4984240193259
5,0.007645368576049805,130.79814139146163
6,0.007635593414306641,130.96559045775308
7,0.00763249397277832,131.01877362321557
8,0.007645845413208008,130.7899840967913
9,0.007590770721435547,131.7389283246435
10,0.0076329708099365234,131.01058878650633
11,0.007581233978271484,131.9046480910749
12,0.007608890533447266,131.42520523908001
13,0.007596731185913086,131.63556476163575
14,0.007615566253662109,131.30999937386514
15,0.007599830627441406,131.58187978416365
16,0.007634401321411133,130.98604041098028
17,0.007615327835083008,131.31411039103347
18,0.0076084136962890625,131.43344196540485
19,0.007625579833984375,131.1375687843922
20,0.007634401321411133,130.98604041098028
21,0.007615089416503906,131.31822166562304
22,0.007629871368408203,131.063808511968
23,0.007650136947631836,130.71661420512982
24,0.00775146484375,129.00787401574803
25,0.007642269134521484,130.8511886192051
26,0.007630825042724609,131.04742860713617
27,0.0075969696044921875,131.63143359276927
28,0.007639884948730469,130.89202346773186
29,0.007627964019775391,131.09658060886417
30,0.007615566253662109,131.30999937386514
31,0.007626533508300781,131.1211704389146
32,0.007608652114868164,131.42932347319274
33,0.007580995559692383,131.90879642733591
34,0.0076291561126708984,131.076096128004
35,0.007631778717041016,131.03105279600126
36,0.007620096206665039,131.23193892556554
37,0.0076100826263427734,131.4046179391585
38,0.007604360580444336,131.50349584574386
39,0.007626771926879883,131.11707149332582
40,0.007604360580444336,131.50349584574386
41,0.007623910903930664,131.166275760703
42,0.0076220035552978516,131.19909912727954
43,0.007609128952026367,131.42108726304247
44,0.0075800418853759766,131.92539238197088
45,0.00759577751159668,131.65209203050944
46,0.007593393325805664,131.69342836509782
47,0.007590532302856445,131.74306624367873
48,0.007616996765136719,131.28533867534745
49,0.007862329483032227,127.18876792916275
50,0.007810354232788086,128.03516590860528
51,0.007704019546508789,129.80237056293132
52,0.007656574249267578,130.60671358286106
53,0.007627725601196289,131.1006782733723
54,0.007596492767333984,131.63969618981858
55,0.0076601505279541016,130.54573749572037
56,0.00762486457824707,131.1498702354523
57,0.007628679275512695,131.084289152108
58,0.007636547088623047,130.94923509210116
59,0.007620573043823242,131.22372743484655
60,0.007604122161865234,131.50761898789742
61,0.00763249397277832,131.01877362321557
62,0.007609128952026367,131.42108726304247
63,0.0076122283935546875,131.3675770483588
64,0.007585763931274414,131.82587924694346
65,0.0075953006744384766,131.66035722133284
66,0.007627248764038086,131.10887437091682
67,0.0076100826263427734,131.4046179391585
68,0.007630825042724609,131.04742860713617
69,0.007619142532348633,131.2483649904559
70,0.007645606994628906,130.79406261693902
71,0.007635354995727539,130.9696799375488
72,0.0076215267181396484,131.2073075358964
73,0.007599353790283203,131.59013616113447
74,0.007582187652587891,131.88805735488333
75,0.007679939270019531,130.20936297032162
76,0.007854461669921875,127.31617289946576
77,0.007646322250366211,130.78182781952543
78,0.007617473602294922,131.27712050078247
79,0.007637500762939453,130.93288381095087
80,0.007613182067871094,131.35112113240638
81,0.007598876953125,131.59839357429718
82,0.007639646530151367,130.89610835439876
83,0.0076084136962890625,131.43344196540485
84,0.007611751556396484,131.37580655265302
85,0.0076062679290771484,131.4705200137918
86,0.007581233978271484,131.9046480910749
87,0.007623910903930664,131.166275760703
88,0.00761103630065918,131.38815274253673
89,0.007601022720336914,131.56124337379632
90,0.007614850997924805,131.32233319765803
91,0.007598400115966797,131.6066520238469
92,0.007616996765136719,131.28533867534745
93,0.007616996765136719,131.28533867534745
94,0.007605791091918945,131.4787624212407
95,0.007605791091918945,131.4787624212407
96,0.0076177120208740234,131.27301179931771
97,0.0076160430908203125,131.30177811169546
98,0.0075838565826416016,131.85903360684082
99,0.007597923278808594,131.61491150997867
100,0.007613658905029297,131.34289472036073
101,0.00763249397277832,131.01877362321557
102,0.007776021957397461,128.60045991108385
103,0.007638692855834961,130.91245045101283
104,0.007619619369506836,131.24015144403768
105,0.0076999664306640625,129.87069606143174
106,0.007638454437255859,130.91653661277232
107,0.007611989974975586,131.3716916716259
108,0.007627725601196289,131.1006782733723
109,0.007627248764038086,131.10887437091682
110,0.0076253414154052734,131.14166901166246
111,0.007597684860229492,131.61904164182383
112,0.007586240768432617,131.81759326188754
113,0.007628440856933594,131.08838604825604
114,0.007599353790283203,131.59013616113447
115,0.007623910903930664,131.166275760703
116,0.0076062679290771484,131.4705200137918
117,0.00762176513671875,131.2032032032032
118,0.007574319839477539,132.02505587207656
119,0.007615089416503906,131.31822166562304
120,0.007618427276611328,131.26068723790448
121,0.0076367855072021484,130.94514688895134
122,0.007618427276611328,131.26068723790448
123,0.007636308670043945,130.95332355053233
124,0.007590532302856445,131.74306624367873
125,0.007622718811035156,131.1867884398849
126,0.007646799087524414,130.7736725594737
127,0.007749795913696289,129.03565605291493
128,0.007788181304931641,128.39968162615563
129,0.007694721221923828,129.95922414327322
130,0.007637500762939453,130.93288381095087
131,0.00776362419128418,128.8058225593465
132,0.007693767547607422,129.9753331267431
133,0.0076673030853271484,130.42395596878012
134,0.00766301155090332,130.49699760430602
135,0.007638454437255859,130.91653661277232
136,0.0075991153717041016,131.59426473817965
137,0.007611989974975586,131.3716916716259
138,0.007620334625244141,131.22783305174895
139,0.007620096206665039,131.23193892556554
140,0.007640361785888672,130.8838544592149
