UNIX time;Local time;current1;current2
1737489663.02;2025-01-22T00:01:03.020;510;0
1737489663.03;2025-01-22T00:01:03.030;510;0
1737489663.04;2025-01-22T00:01:03.040;510;0
1737489663.05;2025-01-22T00:01:03.050;510;0
1737489663.06;2025-01-22T00:01:03.060;510;0
1737489663.07;2025-01-22T00:01:03.070;510;0
1737489663.08;2025-01-22T00:01:03.080;510;0
1737489663.09;2025-01-22T00:01:03.090;510;0
1737489663.1;2025-01-22T00:01:03.100;510;0
1737489663.11;2025-01-22T00:01:03.110;510;0
1737489663.12;2025-01-22T00:01:03.120;510;0
1737489663.13;2025-01-22T00:01:03.130;510;0
1737489663.14;2025-01-22T00:01:03.140;510;0
1737489663.15;2025-01-22T00:01:03.150;510;0
1737489663.16;2025-01-22T00:01:03.160;510;0
1737489663.17;2025-01-22T00:01:03.170;510;0
1737489663.18;2025-01-22T00:01:03.180;510;0
1737489663.19;2025-01-22T00:01:03.190;510;0
1737489663.2;2025-01-22T00:01:03.200;510;0
1737489663.21;2025-01-22T00:01:03.210;510;0
1737489663.22;2025-01-22T00:01:03.220;510;0
1737489663.23;2025-01-22T00:01:03.230;510;0
1737489663.24;2025-01-22T00:01:03.240;510;0
1737489663.25;2025-01-22T00:01:03.250;510;0
1737489663.26;2025-01-22T00:01:03.260;510;0
1737489663.27;2025-01-22T00:01:03.270;510;0
1737489663.28;2025-01-22T00:01:03.280;509;0
1737489663.29;2025-01-22T00:01:03.290;509;0
1737489663.3;2025-01-22T00:01:03.300;509;0
1737489663.31;2025-01-22T00:01:03.310;509;0
1737489663.32;2025-01-22T00:01:03.320;509;0
1737489663.33;2025-01-22T00:01:03.330;509;0
1737489663.34;2025-01-22T00:01:03.340;509;0
1737489663.35;2025-01-22T00:01:03.350;509;0
1737489663.36;2025-01-22T00:01:03.360;509;0
1737489663.37;2025-01-22T00:01:03.370;509;0
1737489663.38;2025-01-22T00:01:03.380;510;0
1737489663.39;2025-01-22T00:01:03.390;510;0
1737489663.4;2025-01-22T00:01:03.400;510;0
1737489663.41;2025-01-22T00:01:03.410;510;0
1737489663.42;2025-01-22T00:01:03.420;510;0
1737489663.43;2025-01-22T00:01:03.430;510;0
1737489663.44;2025-01-22T00:01:03.440;510;0
1737489663.45;2025-01-22T00:01:03.450;510;0
1737489663.46;2025-01-22T00:01:03.460;510;0
1737489663.47;2025-01-22T00:01:03.470;510;0
1737489663.48;2025-01-22T00:01:03.480;510;0
1737489663.49;2025-01-22T00:01:03.490;510;0
1737489663.5;2025-01-22T00:01:03.500;510;0
1737489663.51;2025-01-22T00:01:03.510;510;0
1737489663.52;2025-01-22T00:01:03.520;510;0
1737489663.53;2025-01-22T00:01:03.530;510;0
1737489663.54;2025-01-22T00:01:03.540;510;0
1737489663.55;2025-01-22T00:01:03.550;510;0
1737489663.56;2025-01-22T00:01:03.560;510;0
1737489663.57;2025-01-22T00:01:03.570;510;0
1737489663.58;2025-01-22T00:01:03.580;510;0
1737489663.59;2025-01-22T00:01:03.590;510;0
1737489663.6;2025-01-22T00:01:03.600;510;0
1737489663.61;2025-01-22T00:01:03.610;510;0
1737489663.62;2025-01-22T00:01:03.620;510;0
1737489663.63;2025-01-22T00:01:03.630;510;0
1737489663.64;2025-01-22T00:01:03.640;510;0
1737489663.65;2025-01-22T00:01:03.650;510;0
1737489663.66;2025-01-22T00:01:03.660;510;0
1737489663.67;2025-01-22T00:01:03.670;510;0
1737489663.68;2025-01-22T00:01:03.680;510;0
1737489663.69;2025-01-22T00:01:03.690;510;0
1737489663.7;2025-01-22T00:01:03.700;510;0
1737489663.71;2025-01-22T00:01:03.710;510;0
1737489663.72;2025-01-22T00:01:03.720;510;0
1737489663.73;2025-01-22T00:01:03.730;510;0
1737489663.74;2025-01-22T00:01:03.740;510;0
1737489663.75;2025-01-22T00:01:03.750;510;0
1737489663.76;2025-01-22T00:01:03.760;510;0
1737489663.77;2025-01-22T00:01:03.770;510;0
1737489663.78;2025-01-22T00:01:03.780;510;0
1737489663.79;2025-01-22T00:01:03.790;510;0
1737489663.8;2025-01-22T00:01:03.800;510;0
1737489663.81;2025-01-22T00:01:03.810;510;0
1737489663.82;2025-01-22T00:01:03.820;510;0
1737489663.83;2025-01-22T00:01:03.830;510;0
1737489663.84;2025-01-22T00:01:03.840;510;0
1737489663.85;2025-01-22T00:01:03.850;510;0
1737489663.86;2025-01-22T00:01:03.860;510;0
1737489663.87;2025-01-22T00:01:03.870;510;0
1737489663.88;2025-01-22T00:01:03.880;509;0
1737489663.89;2025-01-22T00:01:03.890;509;0
1737489663.9;2025-01-22T00:01:03.900;509;0
1737489663.91;2025-01-22T00:01:03.910;509;0
1737489663.92;2025-01-22T00:01:03.920;509;0
1737489663.93;2025-01-22T00:01:03.930;509;0
1737489663.94;2025-01-22T00:01:03.940;509;0
1737489663.95;2025-01-22T00:01:03.950;509;0
1737489663.96;2025-01-22T00:01:03.960;509;0
1737489663.97;2025-01-22T00:01:03.970;509;0
1737489663.98;2025-01-22T00:01:03.980;510;0
1737489663.99;2025-01-22T00:01:03.990;510;0
1737489664;2025-01-22T00:01:04.000;510;0
1737489664.01;2025-01-22T00:01:04.010;510;0
1737489664.02;2025-01-22T00:01:04.020;510;0
1737489664.03;2025-01-22T00:01:04.030;510;0
1737489664.04;2025-01-22T00:01:04.040;510;0
1737489664.05;2025-01-22T00:01:04.050;510;0
1737489664.06;2025-01-22T00:01:04.060;510;0
1737489664.07;2025-01-22T00:01:04.070;510;0
1737489664.08;2025-01-22T00:01:04.080;510;0
1737489664.09;2025-01-22T00:01:04.090;510;0
1737489664.1;2025-01-22T00:01:04.100;510;0
1737489664.11;2025-01-22T00:01:04.110;510;0
1737489664.12;2025-01-22T00:01:04.120;510;0
1737489664.13;2025-01-22T00:01:04.130;510;0
1737489664.14;2025-01-22T00:01:04.140;510;0
1737489664.15;2025-01-22T00:01:04.150;510;0
1737489664.16;2025-01-22T00:01:04.160;510;0
1737489664.17;2025-01-22T00:01:04.170;510;0
1737489664.18;2025-01-22T00:01:04.180;510;0
1737489664.19;2025-01-22T00:01:04.190;510;0
1737489664.2;2025-01-22T00:01:04.200;510;0
1737489664.21;2025-01-22T00:01:04.210;510;0
1737489664.22;2025-01-22T00:01:04.220;510;0
1737489664.23;2025-01-22T00:01:04.230;510;0
1737489664.24;2025-01-22T00:01:04.240;510;0
1737489664.25;2025-01-22T00:01:04.250;510;0
1737489664.26;2025-01-22T00:01:04.260;510;0
1737489664.27;2025-01-22T00:01:04.270;510;0
1737489664.28;2025-01-22T00:01:04.280;509;0
1737489664.29;2025-01-22T00:01:04.290;509;0
1737489664.3;2025-01-22T00:01:04.300;509;0
1737489664.31;2025-01-22T00:01:04.310;509;0
1737489664.32;2025-01-22T00:01:04.320;509;0
1737489664.33;2025-01-22T00:01:04.330;509;0
1737489664.34;2025-01-22T00:01:04.340;509;0
1737489664.35;2025-01-22T00:01:04.350;509;0
1737489664.36;2025-01-22T00:01:04.360;509;0
1737489664.37;2025-01-22T00:01:04.370;509;0
1737489664.38;2025-01-22T00:01:04.380;510;0
1737489664.39;2025-01-22T00:01:04.390;510;0
1737489664.4;2025-01-22T00:01:04.400;510;0
1737489664.41;2025-01-22T00:01:04.410;510;0
1737489664.42;2025-01-22T00:01:04.420;510;0
1737489664.43;2025-01-22T00:01:04.430;510;0
1737489664.44;2025-01-22T00:01:04.440;510;0
1737489664.45;2025-01-22T00:01:04.450;510;0
1737489664.46;2025-01-22T00:01:04.460;510;0
1737489664.47;2025-01-22T00:01:04.470;510;0
1737489664.48;2025-01-22T00:01:04.480;510;0
1737489664.49;2025-01-22T00:01:04.490;510;0
1737489664.5;2025-01-22T00:01:04.500;510;0
1737489664.51;2025-01-22T00:01:04.510;510;0
1737489664.52;2025-01-22T00:01:04.520;510;0
1737489664.53;2025-01-22T00:01:04.530;510;0
1737489664.54;2025-01-22T00:01:04.540;510;0
1737489664.55;2025-01-22T00:01:04.550;510;0
1737489664.56;2025-01-22T00:01:04.560;510;0
1737489664.57;2025-01-22T00:01:04.570;510;0
1737489664.58;2025-01-22T00:01:04.580;547;0
1737489664.59;2025-01-22T00:01:04.590;547;0
1737489664.6;2025-01-22T00:01:04.600;547;0
1737489664.61;2025-01-22T00:01:04.610;547;0
1737489664.62;2025-01-22T00:01:04.620;547;0
1737489664.63;2025-01-22T00:01:04.630;547;0
1737489664.64;2025-01-22T00:01:04.640;547;0
1737489664.65;2025-01-22T00:01:04.650;547;0
1737489664.66;2025-01-22T00:01:04.660;547;0
1737489664.67;2025-01-22T00:01:04.670;547;0
1737489664.68;2025-01-22T00:01:04.680;697;0
1737489664.69;2025-01-22T00:01:04.690;697;0
1737489664.7;2025-01-22T00:01:04.700;697;0
1737489664.71;2025-01-22T00:01:04.710;697;0
1737489664.72;2025-01-22T00:01:04.720;697;0
1737489664.73;2025-01-22T00:01:04.730;697;0
1737489664.74;2025-01-22T00:01:04.740;697;0
1737489664.75;2025-01-22T00:01:04.750;697;0
1737489664.76;2025-01-22T00:01:04.760;697;0
1737489664.77;2025-01-22T00:01:04.770;697;0
1737489664.78;2025-01-22T00:01:04.780;866;0
1737489664.79;2025-01-22T00:01:04.790;866;0
1737489664.8;2025-01-22T00:01:04.800;866;0
1737489664.81;2025-01-22T00:01:04.810;866;0
1737489664.82;2025-01-22T00:01:04.820;866;0
1737489664.83;2025-01-22T00:01:04.830;866;0
1737489664.84;2025-01-22T00:01:04.840;866;0
1737489664.85;2025-01-22T00:01:04.850;866;0
1737489664.86;2025-01-22T00:01:04.860;866;0
1737489664.87;2025-01-22T00:01:04.870;866;0
1737489664.88;2025-01-22T00:01:04.880;872;0
1737489664.89;2025-01-22T00:01:04.890;872;0
1737489664.9;2025-01-22T00:01:04.900;872;0
1737489664.91;2025-01-22T00:01:04.910;872;0
1737489664.92;2025-01-22T00:01:04.920;872;0
1737489664.93;2025-01-22T00:01:04.930;872;0
1737489664.94;2025-01-22T00:01:04.940;872;0
1737489664.95;2025-01-22T00:01:04.950;872;0
1737489664.96;2025-01-22T00:01:04.960;872;0
1737489664.97;2025-01-22T00:01:04.970;872;0
1737489664.98;2025-01-22T00:01:04.980;881;0
1737489664.99;2025-01-22T00:01:04.990;881;0
1737489665;2025-01-22T00:01:05.000;881;0
1737489665.01;2025-01-22T00:01:05.010;881;0
1737489665.02;2025-01-22T00:01:05.020;881;0
1737489665.03;2025-01-22T00:01:05.030;881;0
1737489665.04;2025-01-22T00:01:05.040;881;0
1737489665.05;2025-01-22T00:01:05.050;881;0
1737489665.06;2025-01-22T00:01:05.060;881;0
1737489665.07;2025-01-22T00:01:05.070;881;0
1737489665.08;2025-01-22T00:01:05.080;867;0
1737489665.09;2025-01-22T00:01:05.090;867;0
1737489665.1;2025-01-22T00:01:05.100;867;0
1737489665.11;2025-01-22T00:01:05.110;867;0
1737489665.12;2025-01-22T00:01:05.120;867;0
1737489665.13;2025-01-22T00:01:05.130;867;0
1737489665.14;2025-01-22T00:01:05.140;867;0
1737489665.15;2025-01-22T00:01:05.150;867;0
1737489665.16;2025-01-22T00:01:05.160;867;0
1737489665.17;2025-01-22T00:01:05.170;867;0
1737489665.18;2025-01-22T00:01:05.180;864;0
1737489665.19;2025-01-22T00:01:05.190;864;0
1737489665.2;2025-01-22T00:01:05.200;864;0
1737489665.21;2025-01-22T00:01:05.210;864;0
1737489665.22;2025-01-22T00:01:05.220;864;0
1737489665.23;2025-01-22T00:01:05.230;864;0
1737489665.24;2025-01-22T00:01:05.240;864;0
1737489665.25;2025-01-22T00:01:05.250;864;0
1737489665.26;2025-01-22T00:01:05.260;864;0
1737489665.27;2025-01-22T00:01:05.270;864;0
1737489665.28;2025-01-22T00:01:05.280;869;0
1737489665.29;2025-01-22T00:01:05.290;869;0
1737489665.3;2025-01-22T00:01:05.300;869;0
1737489665.31;2025-01-22T00:01:05.310;869;0
1737489665.32;2025-01-22T00:01:05.320;869;0
1737489665.33;2025-01-22T00:01:05.330;869;0
1737489665.34;2025-01-22T00:01:05.340;869;0
1737489665.35;2025-01-22T00:01:05.350;869;0
1737489665.36;2025-01-22T00:01:05.360;869;0
1737489665.37;2025-01-22T00:01:05.370;869;0
1737489665.38;2025-01-22T00:01:05.380;863;0
1737489665.39;2025-01-22T00:01:05.390;863;0
1737489665.4;2025-01-22T00:01:05.400;863;0
1737489665.41;2025-01-22T00:01:05.410;863;0
1737489665.42;2025-01-22T00:01:05.420;863;0
1737489665.43;2025-01-22T00:01:05.430;863;0
1737489665.44;2025-01-22T00:01:05.440;863;0
1737489665.45;2025-01-22T00:01:05.450;863;0
1737489665.46;2025-01-22T00:01:05.460;863;0
1737489665.47;2025-01-22T00:01:05.470;863;0
1737489665.48;2025-01-22T00:01:05.480;870;0
1737489665.49;2025-01-22T00:01:05.490;870;0
1737489665.5;2025-01-22T00:01:05.500;870;0
1737489665.51;2025-01-22T00:01:05.510;870;0
1737489665.52;2025-01-22T00:01:05.520;870;0
1737489665.53;2025-01-22T00:01:05.530;870;0
1737489665.54;2025-01-22T00:01:05.540;870;0
1737489665.55;2025-01-22T00:01:05.550;870;0
1737489665.56;2025-01-22T00:01:05.560;870;0
1737489665.57;2025-01-22T00:01:05.570;870;0
1737489665.58;2025-01-22T00:01:05.580;899;0
1737489665.59;2025-01-22T00:01:05.590;899;0
1737489665.6;2025-01-22T00:01:05.600;899;0
1737489665.61;2025-01-22T00:01:05.610;899;0
1737489665.62;2025-01-22T00:01:05.620;899;0
1737489665.63;2025-01-22T00:01:05.630;899;0
1737489665.64;2025-01-22T00:01:05.640;899;0
1737489665.65;2025-01-22T00:01:05.650;899;0
1737489665.66;2025-01-22T00:01:05.660;899;0
1737489665.67;2025-01-22T00:01:05.670;899;0
1737489665.68;2025-01-22T00:01:05.680;882;0
1737489665.69;2025-01-22T00:01:05.690;882;0
1737489665.7;2025-01-22T00:01:05.700;882;0
1737489665.71;2025-01-22T00:01:05.710;882;0
1737489665.72;2025-01-22T00:01:05.720;882;0
1737489665.73;2025-01-22T00:01:05.730;882;0
1737489665.74;2025-01-22T00:01:05.740;882;0
1737489665.75;2025-01-22T00:01:05.750;882;0
1737489665.76;2025-01-22T00:01:05.760;882;0
1737489665.77;2025-01-22T00:01:05.770;882;0
1737489665.78;2025-01-22T00:01:05.780;863;0
1737489665.79;2025-01-22T00:01:05.790;863;0
1737489665.8;2025-01-22T00:01:05.800;863;0
1737489665.81;2025-01-22T00:01:05.810;863;0
1737489665.82;2025-01-22T00:01:05.820;863;0
1737489665.83;2025-01-22T00:01:05.830;863;0
1737489665.84;2025-01-22T00:01:05.840;863;0
1737489665.85;2025-01-22T00:01:05.850;863;0
1737489665.86;2025-01-22T00:01:05.860;863;0
1737489665.87;2025-01-22T00:01:05.870;863;0
1737489665.88;2025-01-22T00:01:05.880;869;0
1737489665.89;2025-01-22T00:01:05.890;869;0
1737489665.9;2025-01-22T00:01:05.900;869;0
1737489665.91;2025-01-22T00:01:05.910;869;0
1737489665.92;2025-01-22T00:01:05.920;869;0
1737489665.93;2025-01-22T00:01:05.930;869;0
1737489665.94;2025-01-22T00:01:05.940;869;0
1737489665.95;2025-01-22T00:01:05.950;869;0
1737489665.96;2025-01-22T00:01:05.960;869;0
1737489665.97;2025-01-22T00:01:05.970;869;0
1737489665.98;2025-01-22T00:01:05.980;866;0
1737489665.99;2025-01-22T00:01:05.990;866;0
1737489666;2025-01-22T00:01:06.000;866;0
1737489666.01;2025-01-22T00:01:06.010;866;0
1737489666.02;2025-01-22T00:01:06.020;866;0
1737489666.03;2025-01-22T00:01:06.030;866;0
1737489666.04;2025-01-22T00:01:06.040;866;0
1737489666.05;2025-01-22T00:01:06.050;866;0
1737489666.06;2025-01-22T00:01:06.060;866;0
1737489666.07;2025-01-22T00:01:06.070;866;0
1737489666.08;2025-01-22T00:01:06.080;871;0
1737489666.09;2025-01-22T00:01:06.090;871;0
1737489666.1;2025-01-22T00:01:06.100;871;0
1737489666.11;2025-01-22T00:01:06.110;871;0
1737489666.12;2025-01-22T00:01:06.120;871;0
1737489666.13;2025-01-22T00:01:06.130;871;0
1737489666.14;2025-01-22T00:01:06.140;871;0
1737489666.15;2025-01-22T00:01:06.150;871;0
1737489666.16;2025-01-22T00:01:06.160;871;0
1737489666.17;2025-01-22T00:01:06.170;871;0
1737489666.18;2025-01-22T00:01:06.180;864;0
1737489666.19;2025-01-22T00:01:06.190;864;0
1737489666.2;2025-01-22T00:01:06.200;864;0
1737489666.21;2025-01-22T00:01:06.210;864;0
1737489666.22;2025-01-22T00:01:06.220;864;0
1737489666.23;2025-01-22T00:01:06.230;864;0
1737489666.24;2025-01-22T00:01:06.240;864;0
1737489666.25;2025-01-22T00:01:06.250;864;0
1737489666.26;2025-01-22T00:01:06.260;864;0
1737489666.27;2025-01-22T00:01:06.270;864;0
1737489666.28;2025-01-22T00:01:06.280;872;0
1737489666.29;2025-01-22T00:01:06.290;872;0
1737489666.3;2025-01-22T00:01:06.300;872;0
1737489666.31;2025-01-22T00:01:06.310;872;0
1737489666.32;2025-01-22T00:01:06.320;872;0
1737489666.33;2025-01-22T00:01:06.330;872;0
1737489666.34;2025-01-22T00:01:06.340;872;0
1737489666.35;2025-01-22T00:01:06.350;872;0
1737489666.36;2025-01-22T00:01:06.360;872;0
1737489666.37;2025-01-22T00:01:06.370;872;0
1737489666.38;2025-01-22T00:01:06.380;866;0
1737489666.39;2025-01-22T00:01:06.390;866;0
1737489666.4;2025-01-22T00:01:06.400;866;0
1737489666.41;2025-01-22T00:01:06.410;866;0
1737489666.42;2025-01-22T00:01:06.420;866;0
1737489666.43;2025-01-22T00:01:06.430;866;0
1737489666.44;2025-01-22T00:01:06.440;866;0
1737489666.45;2025-01-22T00:01:06.450;866;0
1737489666.46;2025-01-22T00:01:06.460;866;0
1737489666.47;2025-01-22T00:01:06.470;866;0
1737489666.48;2025-01-22T00:01:06.480;870;0
1737489666.49;2025-01-22T00:01:06.490;870;0
1737489666.5;2025-01-22T00:01:06.500;870;0
1737489666.51;2025-01-22T00:01:06.510;870;0
1737489666.52;2025-01-22T00:01:06.520;870;0
1737489666.53;2025-01-22T00:01:06.530;870;0
1737489666.54;2025-01-22T00:01:06.540;870;0
1737489666.55;2025-01-22T00:01:06.550;870;0
1737489666.56;2025-01-22T00:01:06.560;870;0
1737489666.57;2025-01-22T00:01:06.570;870;0
1737489666.58;2025-01-22T00:01:06.580;867;0
1737489666.59;2025-01-22T00:01:06.590;867;0
1737489666.6;2025-01-22T00:01:06.600;867;0
1737489666.61;2025-01-22T00:01:06.610;867;0
1737489666.62;2025-01-22T00:01:06.620;867;0
1737489666.63;2025-01-22T00:01:06.630;867;0
1737489666.64;2025-01-22T00:01:06.640;867;0
1737489666.65;2025-01-22T00:01:06.650;867;0
1737489666.66;2025-01-22T00:01:06.660;867;0
1737489666.67;2025-01-22T00:01:06.670;867;0
