Inference,Time (s),FPS
1,0.01071929931640625,93.2896797153025
2,0.009214401245117188,108.52577106189194
3,0.00912165641784668,109.62921142737656
4,0.009176015853881836,108.97975939927768
5,0.009125947952270508,109.57765760117042
6,0.009111166000366211,109.75543634698417
7,0.009131193161010742,109.51471317788976
8,0.009113073348999023,109.73246474635691
9,0.00913548469543457,109.46326695722526
10,0.009153366088867188,109.24942696395082
11,0.009117841720581055,109.67507779201422
12,0.009184598922729492,108.8779170884926
13,0.009134292602539062,109.47755272499478
14,0.009113550186157227,109.72672334859385
15,0.009103536605834961,109.84741900845925
16,0.00912785530090332,109.55476035000653
17,0.009134531021118164,109.47469527314489
18,0.009095907211303711,109.93955597494168
19,0.00977635383605957,102.28762346055359
20,0.009474039077758789,105.55160178171478
21,0.00909113883972168,109.99722010962209
22,0.009103536605834961,109.84741900845925
23,0.00920414924621582,108.64665198808444
24,0.009156465530395508,109.2124462960552
25,0.009237527847290039,108.25407149309588
26,0.009102582931518555,109.85892768275754
27,0.009128808975219727,109.54331531249184
28,0.00911259651184082,109.73820674498313
29,0.009166240692138672,109.09597877542527
30,0.009098291397094727,109.91074657372711
31,0.009102106094360352,109.86468292427378
32,0.009232521057128906,108.31277760561926
33,0.00910496711730957,109.83016051742648
34,0.009109735488891602,109.77267136015075
35,0.00909280776977539,109.97703078294614
36,0.009148836135864258,109.30352070466213
37,0.009146690368652344,109.32916275675112
38,0.009083986282348633,110.08382982073961
39,0.009109973907470703,109.76979848207276
40,0.00916290283203125,109.13572023313905
41,0.009737730026245117,102.69333790367995
42,0.009254693984985352,108.05327562665842
43,0.009111404418945312,109.75256437094411
44,0.009225845336914062,108.39115154021087
45,0.00916600227355957,109.09881649109117
46,0.009129524230957031,109.53473310352032
47,0.009170770645141602,109.04209021188093
48,0.009107112884521484,109.80428294675114
49,0.00912618637084961,109.57479492136476
50,0.00911712646484375,109.6836820083682
51,0.009126663208007812,109.56907001044932
52,0.00913691520690918,109.44612895650131
